5.	0.	2.
5.	0.	1.
3.	3.141592653589784	3.
3.	2.7158235284630092	2.
2.	0.886056448740249	2.
3.	3.1415926535897882	2.
3.	0.9997662900279635	1.
2.	1.703990766735288	1.
3.	3.141592653589793	1.
0.	3.	1.
2.	1.703990766735288	1.
0.	1.	2.
2.	0.7997030087549893	2.
1.	4.717996590093232	2.
0.	3.	2.
2.	1.5061106455862636	2.
1.	1.484261457041383	2.
2.	0.6540442256835367	3.
3.	3.1415926535898007	3.
0.	2.	3.
2.	0.4816876495825558	3.
1.	3.14159265358979	3.
0.	1.	3.
2.	0.485221799302712	3.
1.	3.141592653589807	3.
2.	0.17476850837691257	1.
0.	2.	3.
2.	0.6575783754036949	3.
1.	4.092967984703488	3.
2.	0.9543261146441027	2.
3.	2.3839272698464242	2.
0.	1.	3.
2.	1.62324403646026	3.
1.	3.8428405917740087	3.
2.	1.522421803971841	1.
3.	3.1415926535897927	1.
0.	3.	2.
2.	0.9861486948827187	2.
1.	1.7059739682940984	2.
2.	1.1154838195798709	3.
3.	5.475569581812765	3.
0.	3.	2.
2.	2.2483909603765797	2.
1.	0.7084662731978141	2.
2.	0.9886029317765235	3.
3.	2.657400014149719	3.
