5.	0.	2.
5.	0.	1.
3.	1.6146666156488172	2.
2.	2.7692757509617487	2.
3.	3.141592653589792	2.
3.	3.523313793078651	1.
2.	0.5292016056895941	1.
3.	3.141592653589794	1.
0.	3.	1.
2.	0.529201605689595	1.
0.	1.	2.
2.	2.2025465334382415	2.
1.	1.7478802652135166	2.
0.	3.	2.
2.	1.8408562490546982	2.
1.	5.303238128148708	2.
2.	0.8483639502097778	3.
3.	3.141592653589795	3.
0.	2.	3.
2.	0.13565977568099474	3.
0.	1.	3.
2.	0.994625888109207	3.
1.	3.1415926535897984	3.
2.	1.0194793576630123	1.
0.	2.	3.
2.	0.28192171358042745	3.
1.	0.874679646171303	3.
2.	0.9326801236225969	2.
3.	5.59815886109612	2.
0.	1.	3.
2.	1.7770931144679798	3.
1.	0.38951857057937866	3.
2.	1.7404400210605973	1.
0.	3.	2.
2.	0.8267487191762763	2.
1.	4.263575915541172	2.
2.	1.4158366410099466	3.
3.	0.8680582844131501	3.
0.	3.	2.
2.	1.342945061152306	2.
1.	4.0459238631544885	2.
2.	2.036951048772598	3.
3.	5.919445139358164	3.
