5.	0.	2.
5.	0.	1.
3.	4.712388980384682	3.
3.	3.65243150904152	2.
2.	2.839046331076802	2.
3.	3.141592653589791	2.
3.	5.630611054749393	1.
2.	0.6720934494910432	1.
3.	3.141592653589791	1.
0.	3.	1.
2.	0.6720934494910459	1.
0.	1.	2.
2.	2.1091466729250703	2.
1.	4.8230673064218035	2.
0.	3.	2.
2.	1.4479708159708284	2.
1.	0.8340841202667857	2.
2.	1.1062742662813383	3.
3.	3.141592653589797	3.
0.	2.	3.
2.	0.12570920107249323	3.
0.	1.	3.
2.	1.213609761752236	3.
2.	1.1890420640500652	1.
3.	3.1415926535897927	1.
0.	2.	3.
2.	2.908547957046415	3.
1.	2.2106541975001965	3.
2.	2.192575625012775	2.
3.	0.7198899901678293	2.
0.	1.	3.
2.	1.6967855452693974	3.
1.	5.709185258776799	3.
2.	2.470723654516101	1.
3.	1.5707963267948966	1.
0.	3.	2.
2.	0.9085194274093323	2.
1.	1.2775545727714872	2.
2.	1.2305724301668823	3.
3.	2.3051626472334847	3.
0.	3.	2.
2.	1.0698936247365756	2.
1.	3.951533603839077	2.
2.	1.0383473533709948	3.
3.	2.711851604065613	3.
