5.	0.	2.
5.	0.	1.
3.	2.356194490192345	3.
3.	4.741443174010108	2.
2.	2.132360213525562	2.
3.	4.40027033693572	2.
3.	0.8823165470004468	1.
2.	2.068819722602952	1.
3.	3.519629191797862	1.
0.	3.	1.
2.	2.100149411061958	1.
1.	0.33023111357850654	1.
0.	1.	2.
2.	1.3437569910111922	2.
1.	1.867744034092377	2.
0.	3.	2.
2.	0.6683321048596441	2.
1.	5.911438647899567	2.
2.	1.570796326794896	3.
3.	3.523928568753503	3.
0.	2.	3.
2.	1.570796326794897	3.
1.	5.373024554553511	3.
0.	1.	3.
2.	1.1300491831711421	3.
1.	5.2144387482961765	3.
2.	5.327868689055077	1.
3.	3.141592653589793	1.
0.	2.	3.
2.	2.6721983112527252	3.
1.	0.764985065722043	3.
1.	4.71238898038469	2.
0.	1.	2.
2.	1.5707963267948966	2.
1.	2.526112944919406	2.
2.	1.5707963267948968	1.
0.	1.	3.
2.	2.5261129449194057	3.
3.	4.71238898038469	3.
2.	1.5707963267948966	1.
3.	1.5707963267948963	1.
